Weeks to Event,EventType,StatusCreatedDate,Num_of_ticket
26.0,Lecture,2022-01-02,0
26.0,Lecture,2022-01-09,6
26.0,Lunchtime Lecture,2021-06-13,2
26.0,Other Events,2021-05-16,10
26.0,Other Events,2021-05-23,0
26.0,Other Events,2021-05-30,0
26.0,Other Events,2021-06-06,0
26.0,Other Events,2021-06-13,24
26.0,Other Events,2021-06-20,0
26.0,Other Events,2021-06-27,0
26.0,Other Events,2021-07-04,0
26.0,Other Events,2021-07-11,0
26.0,Other Events,2021-07-18,0
26.0,Other Events,2021-07-25,0
26.0,Other Events,2021-08-01,0
26.0,Other Events,2021-08-08,0
26.0,Other Events,2021-08-15,6
26.0,"Others, Group 1",2017-06-11,34
26.0,"Others, Group 3",2018-03-11,2
26.0,"Others, Group 3",2018-03-18,0
26.0,"Others, Group 3",2018-03-25,0
26.0,"Others, Group 3",2018-04-01,0
26.0,"Others, Group 3",2018-04-08,0
26.0,"Others, Group 3",2018-04-15,44
26.0,"Others, Group 3",2018-04-22,0
26.0,"Others, Group 3",2018-04-29,0
26.0,"Others, Group 3",2018-05-06,0
26.0,"Others, Group 3",2018-05-13,12
26.0,"Others, Group 4",2018-04-15,60
26.0,"Others, Group 4",2018-04-22,0
26.0,"Others, Group 4",2018-04-29,0
26.0,"Others, Group 4",2018-05-06,0
26.0,"Others, Group 4",2018-05-13,278
26.0,"Others, Group 4",2018-05-20,0
26.0,"Others, Group 4",2018-05-27,0
26.0,"Others, Group 4",2018-06-03,0
26.0,"Others, Group 4",2018-06-10,0
26.0,"Others, Group 4",2018-06-17,444
26.0,"Others, Group 6",2019-01-13,24
26.0,"Others, Group 7",2019-03-10,2
26.0,"Others, Group 7",2019-03-17,0
26.0,"Others, Group 7",2019-03-24,0
26.0,"Others, Group 7",2019-03-31,0
26.0,"Others, Group 7",2019-04-07,0
26.0,"Others, Group 7",2019-04-14,2
26.0,"Others, Group 8",2019-04-14,60
26.0,"Others, Group 8",2019-04-21,0
26.0,"Others, Group 8",2019-04-28,0
26.0,"Others, Group 8",2019-05-05,0
26.0,"Others, Group 8",2019-05-12,248
26.0,"Others, Group 8",2019-05-19,0
26.0,"Others, Group 8",2019-05-26,0
26.0,"Others, Group 8",2019-06-02,0
26.0,"Others, Group 8",2019-06-09,0
26.0,"Others, Group 8",2019-06-16,24
26.0,Research Training,2021-04-11,250
26.0,Research Training,2021-04-18,0
26.0,Research Training,2021-04-25,0
26.0,Research Training,2021-05-02,0
26.0,Research Training,2021-05-09,0
26.0,Research Training,2021-05-16,230
26.0,Research Training,2021-05-23,0
26.0,Research Training,2021-05-30,0
26.0,Research Training,2021-06-06,0
26.0,Research Training,2021-06-13,22
26.0,Research Training,2021-06-20,0
26.0,Research Training,2021-06-27,0
26.0,Research Training,2021-07-04,0
26.0,Research Training,2021-07-11,4
26.0,Research Training,2021-07-18,2
26.0,Research Training,2021-07-25,0
26.0,Research Training,2021-08-01,0
26.0,Research Training,2021-08-08,0
26.0,Research Training,2021-08-15,0
26.0,Research Training,2021-08-22,0
26.0,Research Training,2021-08-29,0
26.0,Research Training,2021-09-05,0
26.0,Research Training,2021-09-12,0
26.0,Research Training,2021-09-19,0
26.0,Research Training,2021-09-26,0
26.0,Research Training,2021-10-03,0
26.0,Research Training,2021-10-10,0
26.0,Research Training,2021-10-17,0
26.0,Research Training,2021-10-24,0
26.0,Research Training,2021-10-31,0
26.0,Research Training,2021-11-07,0
26.0,Research Training,2021-11-14,2
26.0,Research Training,2021-11-21,2
26.0,Research Training,2021-11-28,0
26.0,Research Training,2021-12-05,0
26.0,Research Training,2021-12-12,0
26.0,Research Training,2021-12-19,0
26.0,Research Training,2021-12-26,0
26.0,Research Training,2022-01-02,0
26.0,Research Training,2022-01-09,2
26.0,Seminar,2021-03-14,18
26.0,Seminar,2021-03-21,0
26.0,Seminar,2021-03-28,0
26.0,Seminar,2021-04-04,0
26.0,Seminar,2021-04-11,322
26.0,Seminar,2021-04-18,0
26.0,Seminar,2021-04-25,0
26.0,Seminar,2021-05-02,0
26.0,Seminar,2021-05-09,4
26.0,Seminar,2021-05-16,228
26.0,Seminar,2021-05-23,0
26.0,Seminar,2021-05-30,0
26.0,Seminar,2021-06-06,0
26.0,Seminar,2021-06-13,344
26.0,Seminar,2021-06-20,0
26.0,Seminar,2021-06-27,0
26.0,Seminar,2021-07-04,0
26.0,Seminar,2021-07-11,0
26.0,Seminar,2021-07-18,2
26.0,Seminar,2021-07-25,2
26.0,Seminar,2021-08-01,0
26.0,Seminar,2021-08-08,0
26.0,Seminar,2021-08-15,12
26.0,Seminar,2021-08-22,0
26.0,Seminar,2021-08-29,0
26.0,Seminar,2021-09-05,0
26.0,Seminar,2021-09-12,2
26.0,Seminar,2021-09-19,0
26.0,Seminar,2021-09-26,0
26.0,Seminar,2021-10-03,0
26.0,Seminar,2021-10-10,0
26.0,Seminar,2021-10-17,0
26.0,Seminar,2021-10-24,0
26.0,Seminar,2021-10-31,0
26.0,Seminar,2021-11-07,0
26.0,Seminar,2021-11-14,2
26.0,Seminar,2021-11-21,4
26.0,Seminar,2021-11-28,2
26.0,Seminar,2021-12-05,0
26.0,Seminar,2021-12-12,0
26.0,Seminar,2021-12-19,0
26.0,Seminar,2021-12-26,0
26.0,Seminar,2022-01-02,0
26.0,Seminar,2022-01-09,170
26.0,Short Course,2021-04-11,4
26.0,Short Course,2021-04-18,0
26.0,Short Course,2021-04-25,0
26.0,Short Course,2021-05-02,0
26.0,Short Course,2021-05-09,0
26.0,Short Course,2021-05-16,0
26.0,Short Course,2021-05-23,0
26.0,Short Course,2021-05-30,0
26.0,Short Course,2021-06-06,0
26.0,Short Course,2021-06-13,2
26.0,Summer School,2021-06-13,4
26.0,Summer School,2021-06-20,0
26.0,Summer School,2021-06-27,0
26.0,Summer School,2021-07-04,0
26.0,Summer School,2021-07-11,0
26.0,Summer School,2021-07-18,0
26.0,Summer School,2021-07-25,0
26.0,Summer School,2021-08-01,0
26.0,Summer School,2021-08-08,0
26.0,Summer School,2021-08-15,0
26.0,Summer School,2021-08-22,0
26.0,Summer School,2021-08-29,0
26.0,Summer School,2021-09-05,0
26.0,Summer School,2021-09-12,0
26.0,Summer School,2021-09-19,0
26.0,Summer School,2021-09-26,0
26.0,Summer School,2021-10-03,0
26.0,Summer School,2021-10-10,0
26.0,Summer School,2021-10-17,0
26.0,Summer School,2021-10-24,0
26.0,Summer School,2021-10-31,0
26.0,Summer School,2021-11-07,0
26.0,Summer School,2021-11-14,0
26.0,Summer School,2021-11-21,0
26.0,Summer School,2021-11-28,0
26.0,Summer School,2021-12-05,0
26.0,Summer School,2021-12-12,0
26.0,Summer School,2021-12-19,4
26.0,Summer School,2021-12-26,2
26.0,Summer School,2022-01-02,0
26.0,Summer School,2022-01-09,2
26.0,Workshop,2021-03-14,16
26.0,Workshop,2021-03-21,0
26.0,Workshop,2021-03-28,0
26.0,Workshop,2021-04-04,0
26.0,Workshop,2021-04-11,14
26.0,Workshop,2021-04-18,0
26.0,Workshop,2021-04-25,0
26.0,Workshop,2021-05-02,0
26.0,Workshop,2021-05-09,0
26.0,Workshop,2021-05-16,2
26.0,Workshop,2021-05-23,0
26.0,Workshop,2021-05-30,0
26.0,Workshop,2021-06-06,0
26.0,Workshop,2021-06-13,0
26.0,Workshop,2021-06-20,0
26.0,Workshop,2021-06-27,0
26.0,Workshop,2021-07-04,0
26.0,Workshop,2021-07-11,0
26.0,Workshop,2021-07-18,0
26.0,Workshop,2021-07-25,0
26.0,Workshop,2021-08-01,0
26.0,Workshop,2021-08-08,0
26.0,Workshop,2021-08-15,0
26.0,Workshop,2021-08-22,0
26.0,Workshop,2021-08-29,0
26.0,Workshop,2021-09-05,0
26.0,Workshop,2021-09-12,0
26.0,Workshop,2021-09-19,0
26.0,Workshop,2021-09-26,0
26.0,Workshop,2021-10-03,0
26.0,Workshop,2021-10-10,0
26.0,Workshop,2021-10-17,0
26.0,Workshop,2021-10-24,0
26.0,Workshop,2021-10-31,0
26.0,Workshop,2021-11-07,0
26.0,Workshop,2021-11-14,0
26.0,Workshop,2021-11-21,0
26.0,Workshop,2021-11-28,0
26.0,Workshop,2021-12-05,0
26.0,Workshop,2021-12-12,0
26.0,Workshop,2021-12-19,0
26.0,Workshop,2021-12-26,0
26.0,Workshop,2022-01-02,0
26.0,Workshop,2022-01-09,12
27.0,Conference / Symposium,2021-02-14,10
27.0,Conference / Symposium,2021-02-21,0
27.0,Conference / Symposium,2021-02-28,0
27.0,Conference / Symposium,2021-03-07,0
27.0,Conference / Symposium,2021-03-14,10
27.0,Conference / Symposium,2021-03-21,0
27.0,Conference / Symposium,2021-03-28,0
27.0,Conference / Symposium,2021-04-04,0
27.0,Conference / Symposium,2021-04-11,0
27.0,Conference / Symposium,2021-04-18,0
27.0,Conference / Symposium,2021-04-25,0
27.0,Conference / Symposium,2021-05-02,0
27.0,Conference / Symposium,2021-05-09,0
27.0,Conference / Symposium,2021-05-16,30
27.0,Lecture,2021-03-14,8
27.0,Lecture,2021-03-21,0
27.0,Lecture,2021-03-28,0
27.0,Lecture,2021-04-04,0
27.0,Lecture,2021-04-11,24
27.0,Lecture,2021-04-18,0
27.0,Lecture,2021-04-25,0
27.0,Lecture,2021-05-02,0
27.0,Lecture,2021-05-09,0
27.0,Lecture,2021-05-16,10
27.0,Lecture,2021-05-23,0
27.0,Lecture,2021-05-30,0
27.0,Lecture,2021-06-06,0
27.0,Lecture,2021-06-13,0
27.0,Lecture,2021-06-20,0
27.0,Lecture,2021-06-27,0
27.0,Lecture,2021-07-04,0
27.0,Lecture,2021-07-11,0
27.0,Lecture,2021-07-18,0
27.0,Lecture,2021-07-25,0
27.0,Lecture,2021-08-01,0
27.0,Lecture,2021-08-08,0
27.0,Lecture,2021-08-15,0
27.0,Lecture,2021-08-22,0
27.0,Lecture,2021-08-29,0
27.0,Lecture,2021-09-05,0
27.0,Lecture,2021-09-12,0
27.0,Lecture,2021-09-19,0
27.0,Lecture,2021-09-26,0
27.0,Lecture,2021-10-03,0
27.0,Lecture,2021-10-10,0
27.0,Lecture,2021-10-17,0
27.0,Lecture,2021-10-24,0
27.0,Lecture,2021-10-31,0
27.0,Lecture,2021-11-07,0
27.0,Lecture,2021-11-14,0
27.0,Lecture,2021-11-21,0
27.0,Lecture,2021-11-28,0
27.0,Lecture,2021-12-05,0
27.0,Lecture,2021-12-12,0
27.0,Lecture,2021-12-19,0
27.0,Lecture,2021-12-26,0
27.0,Lecture,2022-01-02,0
27.0,Lecture,2022-01-09,36
27.0,Other Events,2021-05-16,24
27.0,Other Events,2021-05-23,0
27.0,Other Events,2021-05-30,0
27.0,Other Events,2021-06-06,0
27.0,Other Events,2021-06-13,0
27.0,Other Events,2021-06-20,0
27.0,Other Events,2021-06-27,0
27.0,Other Events,2021-07-04,0
27.0,Other Events,2021-07-11,0
27.0,Other Events,2021-07-18,6
27.0,Other Events,2021-07-25,0
27.0,Other Events,2021-08-01,0
27.0,Other Events,2021-08-08,0
27.0,Other Events,2021-08-15,4
27.0,"Others, Group 10",2022-01-09,10
27.0,"Others, Group 10",2022-01-16,0
27.0,"Others, Group 10",2022-01-23,0
27.0,"Others, Group 10",2022-01-30,0
27.0,"Others, Group 10",2022-02-06,0
27.0,"Others, Group 10",2022-02-13,0
27.0,"Others, Group 10",2022-02-20,0
27.0,"Others, Group 10",2022-02-27,0
27.0,"Others, Group 10",2022-03-06,0
27.0,"Others, Group 10",2022-03-13,0
27.0,"Others, Group 10",2022-03-20,0
27.0,"Others, Group 10",2022-03-27,0
27.0,"Others, Group 10",2022-04-03,0
27.0,"Others, Group 10",2022-04-10,0
27.0,"Others, Group 10",2022-04-17,0
27.0,"Others, Group 10",2022-04-24,0
27.0,"Others, Group 10",2022-05-01,0
27.0,"Others, Group 10",2022-05-08,0
27.0,"Others, Group 10",2022-05-15,0
27.0,"Others, Group 10",2022-05-22,0
27.0,"Others, Group 10",2022-05-29,0
27.0,"Others, Group 10",2022-06-05,0
27.0,"Others, Group 10",2022-06-12,4
27.0,"Others, Group 2",2017-08-13,14
27.0,"Others, Group 3",2018-01-07,26
27.0,"Others, Group 3",2018-01-14,0
27.0,"Others, Group 3",2018-01-21,0
27.0,"Others, Group 3",2018-01-28,0
27.0,"Others, Group 3",2018-02-04,0
27.0,"Others, Group 3",2018-02-11,198
27.0,"Others, Group 3",2018-02-18,0
27.0,"Others, Group 3",2018-02-25,0
27.0,"Others, Group 3",2018-03-04,0
27.0,"Others, Group 3",2018-03-11,192
27.0,"Others, Group 4",2018-04-15,30
27.0,"Others, Group 4",2018-04-22,0
27.0,"Others, Group 4",2018-04-29,0
27.0,"Others, Group 4",2018-05-06,0
27.0,"Others, Group 4",2018-05-13,234
27.0,"Others, Group 4",2018-05-20,0
27.0,"Others, Group 4",2018-05-27,0
27.0,"Others, Group 4",2018-06-03,0
27.0,"Others, Group 4",2018-06-10,0
27.0,"Others, Group 4",2018-06-17,306
27.0,"Others, Group 4",2018-06-24,0
27.0,"Others, Group 4",2018-07-01,0
27.0,"Others, Group 4",2018-07-08,0
27.0,"Others, Group 4",2018-07-15,8
27.0,"Others, Group 7",2019-02-10,152
27.0,"Others, Group 7",2019-02-17,0
27.0,"Others, Group 7",2019-02-24,0
27.0,"Others, Group 7",2019-03-03,0
27.0,"Others, Group 7",2019-03-10,314
27.0,"Others, Group 7",2019-03-17,0
27.0,"Others, Group 7",2019-03-24,0
27.0,"Others, Group 7",2019-03-31,0
27.0,"Others, Group 7",2019-04-07,0
27.0,"Others, Group 7",2019-04-14,94
27.0,"Others, Group 7",2019-04-21,0
27.0,"Others, Group 7",2019-04-28,0
27.0,"Others, Group 7",2019-05-05,0
27.0,"Others, Group 7",2019-05-12,142
27.0,"Others, Group 8",2019-04-14,62
27.0,"Others, Group 8",2019-04-21,0
27.0,"Others, Group 8",2019-04-28,0
27.0,"Others, Group 8",2019-05-05,0
27.0,"Others, Group 8",2019-05-12,68
27.0,"Others, Group 9",2020-02-09,2
27.0,Research Training,2021-04-11,260
27.0,Research Training,2021-04-18,0
27.0,Research Training,2021-04-25,0
27.0,Research Training,2021-05-02,0
27.0,Research Training,2021-05-09,0
27.0,Research Training,2021-05-16,52
27.0,Research Training,2021-05-23,0
27.0,Research Training,2021-05-30,0
27.0,Research Training,2021-06-06,0
27.0,Research Training,2021-06-13,0
27.0,Research Training,2021-06-20,0
27.0,Research Training,2021-06-27,0
27.0,Research Training,2021-07-04,0
27.0,Research Training,2021-07-11,0
27.0,Research Training,2021-07-18,0
27.0,Research Training,2021-07-25,0
27.0,Research Training,2021-08-01,0
27.0,Research Training,2021-08-08,0
27.0,Research Training,2021-08-15,0
27.0,Research Training,2021-08-22,0
27.0,Research Training,2021-08-29,0
27.0,Research Training,2021-09-05,0
27.0,Research Training,2021-09-12,0
27.0,Research Training,2021-09-19,0
27.0,Research Training,2021-09-26,0
27.0,Research Training,2021-10-03,0
27.0,Research Training,2021-10-10,0
27.0,Research Training,2021-10-17,0
27.0,Research Training,2021-10-24,16
27.0,Seminar,2021-03-14,16
27.0,Seminar,2021-03-21,0
27.0,Seminar,2021-03-28,0
27.0,Seminar,2021-04-04,0
27.0,Seminar,2021-04-11,78
27.0,Seminar,2021-04-18,0
27.0,Seminar,2021-04-25,0
27.0,Seminar,2021-05-02,0
27.0,Seminar,2021-05-09,4
27.0,Seminar,2021-05-16,96
27.0,Seminar,2021-05-23,0
27.0,Seminar,2021-05-30,0
27.0,Seminar,2021-06-06,0
27.0,Seminar,2021-06-13,32
27.0,Seminar,2021-06-20,0
27.0,Seminar,2021-06-27,0
27.0,Seminar,2021-07-04,0
27.0,Seminar,2021-07-11,0
27.0,Seminar,2021-07-18,0
27.0,Seminar,2021-07-25,0
27.0,Seminar,2021-08-01,0
27.0,Seminar,2021-08-08,0
27.0,Seminar,2021-08-15,2
27.0,Seminar,2021-08-22,0
27.0,Seminar,2021-08-29,0
27.0,Seminar,2021-09-05,0
27.0,Seminar,2021-09-12,2
27.0,Seminar,2021-09-19,0
27.0,Seminar,2021-09-26,0
27.0,Seminar,2021-10-03,0
27.0,Seminar,2021-10-10,0
27.0,Seminar,2021-10-17,0
27.0,Seminar,2021-10-24,0
27.0,Seminar,2021-10-31,0
27.0,Seminar,2021-11-07,0
27.0,Seminar,2021-11-14,2
27.0,Seminar,2021-11-21,0
27.0,Seminar,2021-11-28,0
27.0,Seminar,2021-12-05,0
27.0,Seminar,2021-12-12,0
27.0,Seminar,2021-12-19,0
27.0,Seminar,2021-12-26,0
27.0,Seminar,2022-01-02,0
27.0,Seminar,2022-01-09,6
27.0,Seminar,2022-01-16,0
27.0,Seminar,2022-01-23,2
27.0,Short Course,2021-03-14,4
27.0,Short Course,2021-03-21,0
27.0,Short Course,2021-03-28,0
27.0,Short Course,2021-04-04,0
27.0,Short Course,2021-04-11,0
27.0,Short Course,2021-04-18,0
27.0,Short Course,2021-04-25,0
27.0,Short Course,2021-05-02,0
27.0,Short Course,2021-05-09,0
27.0,Short Course,2021-05-16,4
27.0,Short Course,2021-05-23,0
27.0,Short Course,2021-05-30,0
27.0,Short Course,2021-06-06,0
27.0,Short Course,2021-06-13,0
27.0,Short Course,2021-06-20,0
27.0,Short Course,2021-06-27,0
27.0,Short Course,2021-07-04,0
27.0,Short Course,2021-07-11,0
27.0,Short Course,2021-07-18,2
27.0,Summer School,2021-12-12,2
27.0,Summer School,2021-12-19,2
27.0,Workshop,2021-05-16,8
28.0,Conference / Symposium,2021-04-11,14
28.0,Conference / Symposium,2021-04-18,0
28.0,Conference / Symposium,2021-04-25,0
28.0,Conference / Symposium,2021-05-02,0
28.0,Conference / Symposium,2021-05-09,0
28.0,Conference / Symposium,2021-05-16,0
28.0,Conference / Symposium,2021-05-23,0
28.0,Conference / Symposium,2021-05-30,0
28.0,Conference / Symposium,2021-06-06,0
28.0,Conference / Symposium,2021-06-13,0
28.0,Conference / Symposium,2021-06-20,0
28.0,Conference / Symposium,2021-06-27,0
28.0,Conference / Symposium,2021-07-04,0
28.0,Conference / Symposium,2021-07-11,0
28.0,Conference / Symposium,2021-07-18,0
28.0,Conference / Symposium,2021-07-25,0
28.0,Conference / Symposium,2021-08-01,0
28.0,Conference / Symposium,2021-08-08,0
28.0,Conference / Symposium,2021-08-15,38
28.0,Lecture,2021-03-14,6
28.0,Lecture,2021-03-21,0
28.0,Lecture,2021-03-28,0
28.0,Lecture,2021-04-04,0
28.0,Lecture,2021-04-11,20
28.0,Lecture,2021-04-18,0
28.0,Lecture,2021-04-25,0
28.0,Lecture,2021-05-02,0
28.0,Lecture,2021-05-09,0
28.0,Lecture,2021-05-16,10
28.0,Lecture,2021-05-23,0
28.0,Lecture,2021-05-30,0
28.0,Lecture,2021-06-06,0
28.0,Lecture,2021-06-13,0
28.0,Lecture,2021-06-20,0
28.0,Lecture,2021-06-27,0
28.0,Lecture,2021-07-04,0
28.0,Lecture,2021-07-11,0
28.0,Lecture,2021-07-18,6
28.0,Other Events,2021-04-11,6
28.0,Other Events,2021-04-18,0
28.0,Other Events,2021-04-25,0
28.0,Other Events,2021-05-02,0
28.0,Other Events,2021-05-09,0
28.0,Other Events,2021-05-16,0
28.0,Other Events,2021-05-23,0
28.0,Other Events,2021-05-30,0
28.0,Other Events,2021-06-06,0
28.0,Other Events,2021-06-13,0
28.0,Other Events,2021-06-20,0
28.0,Other Events,2021-06-27,0
28.0,Other Events,2021-07-04,0
28.0,Other Events,2021-07-11,0
28.0,Other Events,2021-07-18,0
28.0,Other Events,2021-07-25,0
28.0,Other Events,2021-08-01,0
28.0,Other Events,2021-08-08,0
28.0,Other Events,2021-08-15,0
28.0,Other Events,2021-08-22,0
28.0,Other Events,2021-08-29,0
28.0,Other Events,2021-09-05,0
28.0,Other Events,2021-09-12,0
28.0,Other Events,2021-09-19,0
28.0,Other Events,2021-09-26,0
28.0,Other Events,2021-10-03,0
28.0,Other Events,2021-10-10,0
28.0,Other Events,2021-10-17,0
28.0,Other Events,2021-10-24,0
28.0,Other Events,2021-10-31,0
28.0,Other Events,2021-11-07,0
28.0,Other Events,2021-11-14,0
28.0,Other Events,2021-11-21,0
28.0,Other Events,2021-11-28,0
28.0,Other Events,2021-12-05,0
28.0,Other Events,2021-12-12,0
28.0,Other Events,2021-12-19,0
28.0,Other Events,2021-12-26,0
28.0,Other Events,2022-01-02,0
28.0,Other Events,2022-01-09,4
28.0,"Others, Group 1",2017-05-14,22
28.0,"Others, Group 10",2022-02-13,6
28.0,"Others, Group 10",2022-02-20,0
28.0,"Others, Group 10",2022-02-27,0
28.0,"Others, Group 10",2022-03-06,0
28.0,"Others, Group 10",2022-03-13,0
28.0,"Others, Group 10",2022-03-20,0
28.0,"Others, Group 10",2022-03-27,0
28.0,"Others, Group 10",2022-04-03,0
28.0,"Others, Group 10",2022-04-10,0
28.0,"Others, Group 10",2022-04-17,0
28.0,"Others, Group 10",2022-04-24,0
28.0,"Others, Group 10",2022-05-01,0
28.0,"Others, Group 10",2022-05-08,0
28.0,"Others, Group 10",2022-05-15,10
28.0,"Others, Group 3",2018-01-07,16
28.0,"Others, Group 3",2018-01-14,0
28.0,"Others, Group 3",2018-01-21,0
28.0,"Others, Group 3",2018-01-28,0
28.0,"Others, Group 3",2018-02-04,0
28.0,"Others, Group 3",2018-02-11,118
28.0,"Others, Group 3",2018-02-18,0
28.0,"Others, Group 3",2018-02-25,0
28.0,"Others, Group 3",2018-03-04,0
28.0,"Others, Group 3",2018-03-11,66
28.0,"Others, Group 3",2018-03-18,0
28.0,"Others, Group 3",2018-03-25,0
28.0,"Others, Group 3",2018-04-01,0
28.0,"Others, Group 3",2018-04-08,0
28.0,"Others, Group 3",2018-04-15,140
28.0,"Others, Group 4",2018-04-15,56
28.0,"Others, Group 4",2018-04-22,0
28.0,"Others, Group 4",2018-04-29,0
28.0,"Others, Group 4",2018-05-06,0
28.0,"Others, Group 4",2018-05-13,58
28.0,"Others, Group 6",2019-02-10,8
28.0,"Others, Group 7",2019-02-10,60
28.0,"Others, Group 7",2019-02-17,0
28.0,"Others, Group 7",2019-02-24,0
28.0,"Others, Group 7",2019-03-03,0
28.0,"Others, Group 7",2019-03-10,24
28.0,"Others, Group 7",2019-03-17,0
28.0,"Others, Group 7",2019-03-24,0
28.0,"Others, Group 7",2019-03-31,0
28.0,"Others, Group 7",2019-04-07,0
28.0,"Others, Group 7",2019-04-14,202
28.0,"Others, Group 8",2019-04-14,24
28.0,"Others, Group 8",2019-04-21,0
28.0,"Others, Group 8",2019-04-28,0
28.0,"Others, Group 8",2019-05-05,0
28.0,"Others, Group 8",2019-05-12,288
28.0,Reading Group,2021-04-11,10
28.0,Research Training,2021-04-11,220
28.0,Research Training,2021-04-18,0
28.0,Research Training,2021-04-25,0
28.0,Research Training,2021-05-02,0
28.0,Research Training,2021-05-09,0
28.0,Research Training,2021-05-16,38
28.0,Research Training,2021-05-23,0
28.0,Research Training,2021-05-30,0
28.0,Research Training,2021-06-06,0
28.0,Research Training,2021-06-13,0
28.0,Research Training,2021-06-20,0
28.0,Research Training,2021-06-27,0
28.0,Research Training,2021-07-04,0
28.0,Research Training,2021-07-11,0
28.0,Research Training,2021-07-18,0
28.0,Research Training,2021-07-25,0
28.0,Research Training,2021-08-01,0
28.0,Research Training,2021-08-08,0
28.0,Research Training,2021-08-15,0
28.0,Research Training,2021-08-22,0
28.0,Research Training,2021-08-29,0
28.0,Research Training,2021-09-05,0
28.0,Research Training,2021-09-12,0
28.0,Research Training,2021-09-19,0
28.0,Research Training,2021-09-26,0
28.0,Research Training,2021-10-03,0
28.0,Research Training,2021-10-10,0
28.0,Research Training,2021-10-17,0
28.0,Research Training,2021-10-24,0
28.0,Research Training,2021-10-31,2
28.0,Seminar,2021-04-11,116
28.0,Seminar,2021-04-18,0
28.0,Seminar,2021-04-25,0
28.0,Seminar,2021-05-02,0
28.0,Seminar,2021-05-09,0
28.0,Seminar,2021-05-16,52
28.0,Seminar,2021-05-23,0
28.0,Seminar,2021-05-30,2
28.0,Seminar,2021-06-06,0
28.0,Seminar,2021-06-13,0
28.0,Seminar,2021-06-20,0
28.0,Seminar,2021-06-27,0
28.0,Seminar,2021-07-04,0
28.0,Seminar,2021-07-11,4
28.0,Seminar,2021-07-18,2
28.0,Seminar,2021-07-25,0
28.0,Seminar,2021-08-01,0
28.0,Seminar,2021-08-08,0
28.0,Seminar,2021-08-15,0
28.0,Seminar,2021-08-22,0
28.0,Seminar,2021-08-29,0
28.0,Seminar,2021-09-05,0
28.0,Seminar,2021-09-12,0
28.0,Seminar,2021-09-19,0
28.0,Seminar,2021-09-26,0
28.0,Seminar,2021-10-03,0
28.0,Seminar,2021-10-10,8
28.0,Seminar,2021-10-17,2
28.0,Short Course,2021-03-07,4
28.0,Short Course,2021-03-14,2
28.0,Summer School,2021-12-12,2
28.0,Workshop,2021-04-11,10
28.0,Workshop,2021-04-18,0
28.0,Workshop,2021-04-25,0
28.0,Workshop,2021-05-02,0
28.0,Workshop,2021-05-09,0
28.0,Workshop,2021-05-16,32
29.0,Conference / Symposium,2021-02-07,6
29.0,Conference / Symposium,2021-02-14,20
29.0,Conference / Symposium,2021-02-21,0
29.0,Conference / Symposium,2021-02-28,0
29.0,Conference / Symposium,2021-03-07,0
29.0,Conference / Symposium,2021-03-14,0
29.0,Conference / Symposium,2021-03-21,0
29.0,Conference / Symposium,2021-03-28,0
29.0,Conference / Symposium,2021-04-04,0
29.0,Conference / Symposium,2021-04-11,0
29.0,Conference / Symposium,2021-04-18,0
29.0,Conference / Symposium,2021-04-25,0
29.0,Conference / Symposium,2021-05-02,0
29.0,Conference / Symposium,2021-05-09,2
29.0,Conference / Symposium,2021-05-16,4
29.0,Lecture,2021-02-14,68
29.0,Lecture,2021-02-21,0
29.0,Lecture,2021-02-28,0
29.0,Lecture,2021-03-07,0
29.0,Lecture,2021-03-14,0
29.0,Lecture,2021-03-21,0
29.0,Lecture,2021-03-28,0
29.0,Lecture,2021-04-04,0
29.0,Lecture,2021-04-11,2
29.0,Lecture,2021-04-18,0
29.0,Lecture,2021-04-25,0
29.0,Lecture,2021-05-02,0
29.0,Lecture,2021-05-09,0
29.0,Lecture,2021-05-16,4
29.0,Lecture,2021-05-23,0
29.0,Lecture,2021-05-30,0
29.0,Lecture,2021-06-06,0
29.0,Lecture,2021-06-13,0
29.0,Lecture,2021-06-20,0
29.0,Lecture,2021-06-27,0
29.0,Lecture,2021-07-04,0
29.0,Lecture,2021-07-11,0
29.0,Lecture,2021-07-18,0
29.0,Lecture,2021-07-25,0
29.0,Lecture,2021-08-01,0
29.0,Lecture,2021-08-08,0
29.0,Lecture,2021-08-15,0
29.0,Lecture,2021-08-22,0
29.0,Lecture,2021-08-29,0
29.0,Lecture,2021-09-05,0
29.0,Lecture,2021-09-12,0
29.0,Lecture,2021-09-19,0
29.0,Lecture,2021-09-26,0
29.0,Lecture,2021-10-03,0
29.0,Lecture,2021-10-10,0
29.0,Lecture,2021-10-17,0
29.0,Lecture,2021-10-24,2
29.0,Other Events,2021-04-11,20
29.0,Other Events,2021-04-18,0
29.0,Other Events,2021-04-25,0
29.0,Other Events,2021-05-02,0
29.0,Other Events,2021-05-09,0
29.0,Other Events,2021-05-16,10
29.0,"Others, Group 10",2022-02-06,2
29.0,"Others, Group 10",2022-02-13,2
29.0,"Others, Group 10",2022-02-20,0
29.0,"Others, Group 10",2022-02-27,0
29.0,"Others, Group 10",2022-03-06,0
29.0,"Others, Group 10",2022-03-13,0
29.0,"Others, Group 10",2022-03-20,0
29.0,"Others, Group 10",2022-03-27,0
29.0,"Others, Group 10",2022-04-03,0
29.0,"Others, Group 10",2022-04-10,0
29.0,"Others, Group 10",2022-04-17,28
